,movieName,Metascore_w,Author,AuthorHref,Date,Summary,InteractionsYesCount,InteractionsTotalCount,InteractionsThumbUp,InteractionsThumbDown,sentiment_tuple,sentiment_polarity,sentiment_subjectivity,rel_sent,abs_sent
197915,the-boss,1,GreatMartin,/user/GreatMartin,"Apr  9, 2016","[ ""From the very first time I saw Melissa McCarthy on television in the series \""The Gilmore Girls\"" playing Sookie I became a big fan of hers and continued to watch her in her \""Mike and Molly\"" series. I was looking forward to her in movies when I would spot her in supporting roles and I was thrilled with her breakthrough role in \""Bridesmaids\"" though I saw something I didn't like that was becoming trendy among female comic actresses in movies."", """", ""There is no denying the true comic timing she has plus her ability to get into physical humor like very few male or female comics can. (I sometimes worry about what the results of all this will be on her body when she gets older.) She is fun to watch whether standing still and giving a look or gets as aggressive as any human being can be without thought to what can happen to them."", """", ""Little by little though she was doing what other comic actresses were doing in films with using foul gestures and words as if to say \""We can be as gross, uncouth, vulgar and low down as male movie comic stars can be.\"" Am I a prude? I don't think so but to hear a woman using the F word over and over among other street words, telling genitalia jokes, groping men and women, vomiting up profanity continuously quickly runs thin and is no longer funny but makes you shake your head asking why did she get into this."", """", ""With McCarthy's talent is it very easy for her to rise above the material but when she is working with a screenplay below her strengths it all seems to be a string of foul abrasive lines thown out to garner a laugh but it doesn't."", """", ""Melissa McCarthy can be a funny subtle actress as she proved in \""The Gilmore Girls\"" and did fine work in a supporting role in 'St. Vincent\"" but, and I am probably in a minority here, she is losing me as a fan trying to show how much lower she can get than any man in the business."", """", ""\""The Boss\"" was directed by her husband Ben Falcone and co-written by Falcone, McCarthy and Steve Mallory. It was produced by her, her husband, and why am I not surprised, Will Ferrell among others."", """", ""McCarthy is a strong actress, a comic with extraordinary timing, and physical ability to throw herself into a set-up, but she needs people to push her to higher heights that her ability to go shines through at moments instead of sustaining a whole film. There is a brief cameo by Kathy Bates, who shows she can talk as 'dirty' as anyone, that makes you want to see them co-star and battle each other in a film for 90 minutes instead of 4 minutes."", """", ""I really have no desire to see any more McCarthy films if they continue on this track and I don't recommend \""The Boss\""."", """", ""P.S. I understand McCarthy is returing in her role of Sookie to the new \""The Gilmore Girls\"" remake!"" ]",3.0,4.0,3.0,1.0,"(0.10948523698523699, 0.44809260184260175)",0.109485236985237,0.44809260184260175,inf,0.44809260184260175
39386,side-effects-2013,5,GreatMartin,/user/GreatMartin,"Feb 12, 2013","[ ""After a few years of forgettable performances in undistinguished movies Jude Law started a ‘comeback’ with the Sherlock Holmes movies, stage performances and continues with a stellar performance as a psychiatrist in “Side Effects”. His character makes a complete change from when we first meet him willing to take $50,000 from a pharmaceutical company to test a drug to the aftermath with one of his patients to when he finds himself fighting to get back all he lost."", """", ""All of us have heard the dire side effects of drugs either whispered or quickly said during TV commercials or glance at the warnings on the sheet of paper the pharmacist gives us with the bottle of pills. Could one of the side effects of this new medicine cause a patient to kill? If it does who is to blame? The patient? The Doctor?"", """", ""When we first meet Emily Taylor (Rooney Mara) she is awaiting her husband’s release from jail after his serving time for insider training. A short time after Martin Taylor (Channing Tatum) comes home we see Emily driving her car into a concrete wall and while in the hospital she is tended to by Dr. Jonathan Banks (Jude Law) who subscribes a new trial drug Ablixa."", """", ""Along the way we meet Martin’s mother (Ann Dowd), Dr. Victoria Siebert (Catherine Zeta-Jones) who was, at one time, Emily’s doctor and Deirdre Banks (Vinessa Shaw) Dr. Bank’s wife. All performances hold up under scrutiny and after you see the movie that will be an important conversation regarding the movie."", """", ""What starts as a psychological movie turns into a mystery thriller with just a few too many twists at the end. The screenplay by Scott Z. Burns is smartly written until the end where even he seems confused about exactly who did what and why. Director Steven Soderbergh, who claims this is his last motion picture, does a good job except for one too many close ups of Rooney Mara using her hair as a frame. The music of Thomas Newman blends in with the movie offering underscoring of important parts."", """", ""“Side Effects” lightly touches on doctors selling out to pharmaceutical companies, gets a little deeper into how various pills can affect a person’s being and hits with a couple of twists that you won’t see coming. With all the good to say about the film the final side effects will, maybe, to reread your medicine warnings and throw the pills out and/or asking, “What?” as you walk out of the auditorium."" ]",1.0,2.0,1.0,1.0,"(0.14442821067821068, 0.44784271284271276)",0.14442821067821068,0.4478427128427128,inf,0.4478427128427128
192966,trainwreck,5,GreatMartin,/user/GreatMartin,"Jul 17, 2015","[ ""“Trainwreck” centers on  Amy Schumer’s character, also called Amy, who was taught by her father (Colin Quin) that monogamy is not realistic or normal and we next meet her 23 later when she is the male version of most leads in romantic comedies such as Jim Carey, Will Farrell and that ilk. She is rude, crude, very promiscuous and doesn’t believe in spending a whole night with any of her tricks. (I did/do identify with the latter!)"", """", ""Schumer also wrote the script which is basically ‘boy (Bill Hader as Aaron Conners) meets girl Hollywood cute, boy loses girl so the boy gets girl ending can happen. Whether it is due to Schumer, or the director Judd Apatow, there is a lot of male nudity, mainly full backsides, with one exceptional funny almost frontal nudity, and very little female nudity though Amy is shown in many sex scenes--almost always wearing a bra if not fully clothed."", """", ""Billed as a comedy I will say the audience, consisting of equal men and women, were laughing through most of it. I smiled here and there but didn’t have a really good laugh until 1 hour and 55 minutes into the 2 hour and 2 minute movie. I was also touched in 2 scenes and shook my head in a couple of scenes that seemed to be from another movie."", """", ""This is the first time I have really seen Amy Schumer and I enjoyed her performance but wondered if in real life she only wears too short skirts! I admired Bill Hader in last year’s “The Skeleton Twins” and he has a lot of  chemistry with Schumer. Watching her first serious relationship, and the problems she has with it, makes for a different romantic comedy as does the leads not being pretty picture actors."", """", ""Due to Hader’s profession in the movie, as a sports medicine doctor/surgeon, there are a lot of  cameos by sports names plus, as usual, in any Apatow movies there are cameos by names who don’t get billing until the end credits. Of the sports figures in the movie LeBron James has more than a cameo role playing himself as a skinflint cheap, and concerned friend of the doctor, being naturally funny and has a one on one basketball scene with Hader that cracked the audience up! Also in the film is Brie Larson as Schumer’s sister who is the complete opposite in her relationship of Amy with her husband,  Mike Birbiglia. John Cena’s as Amy’s dumb, muscle bound, everything he says comes out with gay connotations, current friend with benefits and Tilda Swinton as her very strange boss are welcome additions as are Randall Park and Vanessa Bayer as co-workers. Norman Llyod, a 100 year old actor who has been working since 1932, adds some humor as a resident of the old folk’s home where Amy’s father is living."", """", ""Now, in the genre of “Bridesmaids” and “Spy”, “Trainwreck” furthers the reality that women can get as low as men. Is that a good thing?"" ]",2.0,4.0,2.0,2.0,"(0.13563244047619047, 0.44782738095238084)",0.13563244047619047,0.4478273809523808,inf,0.4478273809523808
202671,beauty-and-the-beast-2017,8,GreatMartin,/user/GreatMartin,"Mar 20, 2017","[ ""This Walt Disney combination of live and animated action has to be one of the most overproduced productions ever but no matter how thousands of napkins, dishes and gowns swirl around on the screen the basic story that makes \""Beauty and the Beast\"" a classic is still there."", ""Whether speaking through an animated object or being seen on screen, even if very briefly, it is always a joy to hear/see Ian McKellen, Stanley Tucci, Ewan McGregor, Audra McDonald, Emma Thompson and the glorious Gugu MBatha-Raw along with Nathan Mack as Chip the teacup. (Be sure to stay for ending credits.)"", ""Emma Watson fills the shoes of Belle being the equal of any Disney's princesses and has the voice to match the image while Dan Stevens as the Beast is hidden behind fur and horns most of the movie and has a number near the end that he belts out with assurance. In addition it has Kevin Kline, always welcome in any movie, as Belle's father given more background than previous versions but not a major song to sing. Luke Evans is as narcissistic as any Gaston can be while Josh Gad, as his sidekick, is a delight in the movie."", ""The original songs by Alan Menken and Howard Ashman from the 1991 animated film are in the new plus 4 new songs by Menken and Tim Rice. The screenplay by Stephen Chbosky and Evan Spilotopoulos has added a lot of background giving the new film a running time of 2 hours and 9 minutes while the original animated 1991 film was 1 hour and 24 minutes. Let's talk about the 'scandal, associated with this film which would take more time to explain then what doesn't take place on the screen. Blink your eyes and you will miss it plus the exact same thing and more has been seen at least 20 times before and how many times have you seen men kiss, by accident in movies, which doesn't happen here! “Much ado about nothing.”"", ""I have seen the animated film twice and the Broadway stage show three times, still as elaborate as this production is I will always fall for the love story and the 'tale as old as time'."" ]",1.0,13.0,1.0,12.0,"(0.23039180871212123, 0.44695391414141417)",0.23039180871212125,0.44695391414141417,inf,0.44695391414141417
25542,jersey-boys,4,GreatMartin,/user/GreatMartin,"Jun 20, 2014","[ ""“Jersey Boys”, the musical, has been playing on Broadway and around the world for over 9 years. Within the past two years it has played in both Miami and Fort Lauderdale to sell out crowds and today it has come out as a musical directed by Clint Eastward who is known as an actor, a man with a musical ear and has had fame as a director. If you can make it through the first hour or, even better, skip the first hour you will be rewarded with the second hour. Where the Broadway musical was a musical first, featuring the songs of Frankie Valli and the Four Seasons, in the film the music doesn’t take the spotlight until the credits. Up to that point we are shown bits and pieces of songs, their TV appearances, a couple of songs as the background for scenes."", """", ""The story is of a group of guys (or in the case of the Supremes and other female groups) from the 50s and 60s who come from the neighborhood, have 'overnight' success after paying their dues and then fall apart going their own way and one steps out into the spotlight having fame as a soloist. Tommy is the one who gets the group together, gambles, shorts the IRS, gets himself, and the rest of the group involved with the mob and though they never discuss it he breaks one of the three New Jersey 'rules', by hitting on Frankie's girlfriend."", """", ""We follow the Four Seasons with each member of the group, taking all the credit, telling you how they were responsible for their huge success of the act and, by combining, all the stories the audience gets a look behind the scenes of four guys from Jersey, their beginning and end."", """", ""Frankie Valli is played by John Lloyd Young, who starred in the role and won a Tony for his performance, does a good job in the singing department but doesn’t have the gravitas that the role needs on film. It could also be that Mr. Valli as an associate producer of the movie may have influenced the writers, Marshall Brickman and Rick Elice, who also wrote the Broadway show, to be ‘too good to be true’.  Bob Gaudio, also an associate producer, played by Erich Bergen, and who wrote many of the hits for both the 4 Seasons and Valli and a solo performer, is the only one not born in the ‘hood and, it seems, the only virgin in the group!"", """", ""While the film seems to focus on Valli, more than the other guys, it is Vincent Piazza as Tommy DeVito, who makes the biggest impact. Michael Lomenda as Nick Massi, who played the role on tour in Fort Lauderdale, has one telling scene that he puts over with feeling."", """", ""There are 3 other major roles one being Christopher Walken as a ‘Godfather’ type, who surprisingly is disappointing, Joseph Russo as real life Joe Pesci who does a good job and an outstanding Mike Doyle as gay record producer Bob Crewe who sends the boys on their path to stardom. The actresses are delegated to roles as wives, girlfriends and/or daughters, none really given the scenes to make them an important part of the film."", """", ""The film takes us from the beginning of the group until they are inducted to the Rock And Roll Hall of Fame and finally it becomes an all out musical."", """", ""“Jersey Boys” is a film for fans of Frankie Valli, The 4 Seasons and do-wop music who should make for a good return on the production."" ]",1.0,2.0,1.0,1.0,"(0.18513488543976353, 0.44523281596452335)",0.1851348854397636,0.44523281596452335,inf,0.44523281596452335
17039,me-and-earl-and-the-dying-girl,3,GreatMartin,/user/GreatMartin,"Jun 26, 2015","[ ""Though I hate to limit myself, regarding genres of movies, after last week’s “Dope” and this week’s “Me And Earl And The Dying Girl” (from here on refereed to as “Earl”) each about 3 nerdy/geek kids and each, seemingly, critic’s darlings, I think I will add teenage movies about nerds to my list with westerns, horror, violent, raunchy boy/man, comic strip and most sci-fi pictures I will avoid seeing. (Hey, I am looking forward to “Magic Mike XXL” next week, what can I tell you?)"", """", ""In the case of “Earl” and “Dope” I think there is definitely a very wide generation gap. The last time I saw my teens was 60 years ago and though I enjoyed “The Fault Is In Our Stars” last year it was more of a drama than teenage angst. There is some humor in “Earl” regarding the movies that Earl (RJ Cyler) and Geg (the ‘Me’-- Thomas Mann) make redoing classics, especially the titles they give their films. Olivia Cooke is certainly endearing as ‘the dying girl, Rachel, while Greg grows up over the course of the film and Earl is a wise young man before his time."", """", ""Molly Shannon as Rachel’s single mother and Connie Britton as Greg’s mother, both overbearing parents, along with Nick Offerman as his beatnik father---by the way Earl doesn’t have any parents and lives with his older brother who threatens Greg with telling him his dog will bite off his face--and Jon Bernthal as a teacher and, more or less, a guidance counselor to the boys, are sort of annoying adults you will find in most pictures about teenagers though the latter less than the others."", """", ""“Earl” is being sold as a comedy, a sort of John Hughes movie with lessons to be learned. Greg is constantly reminding the audience--there is a lot of voice over-- that Rachel doesn’t die and there are screen titles telling the passing of time and where we are at in the story. As a social misfit Thomas Mann carries the film and RJ Cyer is his effective sidekick and shows his many sides. Olivia Cooke is endearing as the dying girl who has leukemia and is very instrumental is helping Greg grow up."", """", ""The direction by Alfonso Gomez-Rejon is all over the place, somewhat like the movies the boys make, while the screenplay by Jesse Andrews, who wrote the best selling novel, is low key without trying to tell the audience how to feel. The director of photography shows off Pittsburgh, Pennsylvania, almost always in a glow of light, even in the night scenes."", """", ""I laughed once and that was the boys film take-off of “Midnight Cowboy”  with the “Everybody’s Talking” theme song and, for a comedy, laughing once is not a good endorsement."", """", ""I left the theatre wondering whatever happened to the girl who got stood up on prom night--maybe that’s the sequel?"" ]",3.0,9.0,3.0,6.0,"(0.12163095238095241, 0.4450238095238096)",0.1216309523809524,0.4450238095238096,inf,0.4450238095238096
200648,manchester-by-the-sea,4,GreatMartin,/user/GreatMartin,"Dec  2, 2016","[ ""\""Manchester by the Sea\"" asks how do you survive an unimaginable tragedy?? People handle it in different ways and Lee (Casey Affleck) becomes a totally cold, uncaring person who cuts himself off from all those he loves, leaves his hometown, gets a job as a janitor in Boston, drinks a lot of beer and has fights in bars."", ""The first hour of the film deals with Lee before and after the tragedy, how he was a happy man, father, husband, brother and friend before he became the loner he is now. After his brother, Joe, (Kyle Chandler) dies, he comes home to find out that Joe has appointed Lee the guardian of his 16 year old nephew Patrick (Lucas Hedges) who in many ways is a typical teenager but is acting out upon the death of his father. At this point the director/screenwriter, Kenneth Lonergan, tells us what the tragedy was and it is almost to painful for the audience to hear and watch. For the next hour and 17 minutes we see how uncle and nephew interact and deal with life, Patrick with humor and sarcasm, Lee without emotions and staying as uninvolved as he can stay. We meet Patrick's mother Elise (Gretchen Mol) who has been out of his life for years, her new husband Jefferey (Matthew Broderick) Lee's ex-business partner and friend George (C. J. Wilson) but most important of all Lee's ex-wife, Randi (Michelle Williams)."", ""While Affleck is getting all the attention in the reviews I was more impressed with 20 year old Lucas Hedges as the 16 year old who can break your heart and a second later having you laugh. Affleck does a strong job especially since most of his scenes have to be done in a monotone, showing no emotion and fighting the pull his nephew on has him as a human being."", ""Michelle Williams has a very emotional scene, lasting about 5 minutes, with Casey Affleck but as easily as I am moved in a movie's emotionally scenes, this didn't move me."", ""Gretchen Mol is wasted and Matthew Broderick has a very thankless part. The rest of the supporting players including  Patrick's main girlfriend played by Anna Baryshnikov are all above par."", ""I love heavy, family, movie dramas but the bottom line is that \""Manchester by the Sea\"" is way too long by 15-20 minutes which doesn't make for very much tension and though the scenery of Manchester by the Sea is excellent in all the seasons and there is no fault with the acting I don't recommend it."", ""Oh, yes, a very distracting soundtrack that more than once takes you out of the story."" ]",3.0,3.0,3.0,0.0,"(0.17592756836659276, 0.4437287509238729)",0.17592756836659276,0.4437287509238729,inf,0.4437287509238729
35580,white-house-down,6,GreatMartin,/user/GreatMartin,"Jul  5, 2013","[ ""Car chase--check. Young hunky lead--check. Get his shirt off--check. High body count--check. 500 shots aimed at lead and not one hitting him--check. Movie about 10 minutes too long--check. Hero in a 10 minute fight getting bashed and recovers to over take villain without breathing hard--check. 10 men chasing hero and none catching him-- check. Planes exploding--check. Buildings getting blown up--check. Special effects-- check. Woman as a boss--check. A lot of violence--check. A few curse words--check.  Countdown to the end of the world--check. Impossible, unbelievable situations happening--check. A thumping, heavy music background--check. What makes this movie different, better than the other 6 ‘action’ summer films? It has humor, an eleven year old girl and doesn’t take itself seriously.."", """", ""Channing Tatum, as the hero John Cole, is ready and able, and probably has with just this one film, to take over for Bruce Willis, Sylvester Stallone, Tom Cruise and other movie heroes over 50. He has the body, the dancer moves and that impish charm which always helps to make you believe in him. In this movie he has the help of Jamie Foxx as the President of the United States and Joey King as John’s daughter Emily. At first she is annoying, like all 11 year old girls can be but as the film progresses she grows on you. It is always good seeing James Woods and Maggie Gyllenhaal never fails to give a star performance. Nicolas Wright as a White House tour guide is a standout in a role that makes a complete turn by the end of the movie."", """", ""The rest of the cast consists of reliable performers, that hold their own in each scene, such as Richard Jenkins, Lance Reddick, Jason Clark, Jimmi Simpson and Michael Murphey just to name a few."", """", ""The screenplays injects many humorous lines and lookout for the laugh out loud pocket watch scene. Director Roland Emmerich enjoys blowing up the White House, this is his second time, and lets the action carry the film while the cinematography by Anna Foerster will elicit, “How did they do that?” thoughts."", """", ""“White House Down” is a fun action film for a rainy and/or hot summer day and solidifies Channing Tatum role as a leading man. It should be doing a lot more business."" ]",1.0,2.0,1.0,1.0,"(0.10528968253968254, 0.44313293650793656)",0.10528968253968254,0.44313293650793656,inf,0.44313293650793656
38340,no,2,GreatMartin,/user/GreatMartin,"Mar 27, 2013","[ ""After 15 years of a dictatorship Chilean Augusto Pinochet, due to international pressure, was allowing the people to vote in an upcoming plebiscite, an expression of the people’s will, as to whether they favored, voting ‘yes’ or not, voting ‘no’ as to if Pinchot should remain in office. There was no doubt, legally or not, that the majority of people would vote ‘yes’."", """", ""Director Pablo Larrain has made this docudrama regarding the election with a screenplay by Pedro Peirano based on a play by Antonio Skarmeta called “The Referendum” and retitled it “No”. Each side of the question had 15 minutes a day to run an ad on television for 27 straight days with most of the ‘no’ ads regulated to the late hours. Rene Saavedra (Gael Garcia Bernal) is a hot shot ad executive who is put in charge of the No vote and tackles it like he was selling a previous product he handled which was a soda called Free. He uses marketing for politics as most ad agencies use it to sell cars, vacation spots or anything that uses balloons, rainbows, kids, blue skies and, in this case a mime that is a running joke throughout the movie."", """", ""Rene is prime custodian of his son Simon (Pascal Montero) while his estranged, activist wife Veronica (Antonia Zegers) accuses him of working for the Pinochet regime. He is the son of an exiled Chilean dissident and Rene dresses in jeans to work and skate boards all over town. He also doesn’t hesitate to send his kid to bed so that he could play with Simon’s train set. It is an old friend of his father’s, socialist politician Urrutia (Luis Gnecco) who talks Rene into taking the ad campaign while Rene’s boss Lucho Guzman (Alfredo Castro) takes the opposing campaign."", """", ""While it may have been in keeping with the time I found the direction, camerawork and editing to be very distracting, in some spots amateurish, and didn’t really add anything to the film."", """", ""Gael Garcia Bernal has a very interesting face, penetrating eyes and, if you have seen him in any other film, you know he is a fine actor who needs that breakout role but this isn’t it."", """", ""After watching “No” for an hour and fifty-eight minutes I have to get corny and end with say no to “No”."" ]",0.0,2.0,0.0,2.0,"(0.15789473684210528, 0.4429824561403509)",0.15789473684210528,0.4429824561403509,inf,0.4429824561403509
18672,5-flights-up,7,GreatMartin,/user/GreatMartin,"May 12, 2015","[ ""After 40 years of marriage, and living in the same Brooklyn walk up apartment, it is obvious that Alex (Morgan Freeman) and Ruth (Diane Keaton) are still in love and very comfortable with each other. They were married at a time interracial couples were still not accepted in 30 States and ‘got looks from people in the other 20’. As it is her parents didn’t accept them. Alex is a painter and Ruth was a teacher whose students became her children when she found out she couldn’t have children."", """", ""In “5 Flights Up” we meet them at a time Alex is getting too old to walk up the 5 flight of steps to their apartment and their 10 year old dog is having spinal problems so they have put their apartment on the market and her niece Lily (Cynthia Nixon), who is a realtor, is handling the sale telling them that they should be able to get a million dollars and they can downsize to a smaller, less expensive place with an elevator."", """", ""Though there is a secondary, needless, plot regarding a ‘terrorist’ this is a sweet movie with no special effects or wild car chases or explosives going off. Due to Freeman and Keaton charms and acting abilities you accept them as the long standing in love couple who know each others faults, quirks and endearments. He knows all the right answers to give her such as asking “What old Lady?” when she points to a recent portrait he had done of her and she remarks that she doesn’t know why he still is painting that old lady. She knows how to manipulate him even when he is aware what she is doing."", """", ""Aside from their love story anyone who has ever sold an apartment or house will recognize the many different types who will show up such as those who just come to see how other people live or the woman who has to lay down on the bed to get the ‘feel’ of the place. Lily gives them nicknames such as ‘the dog ladies’ or ‘blue  leggings’. It is an ongoing gag through the movie."", """", ""Instead of the terrorist story the screenwriter, Charlie Peters, and the director, Richard Loncraine, could have spent more time on the background stories of Freeman and Keaton. In the few flashbacks Claire van der Bloom and Korey Jackson look enough like the present day Alex and Ruth to add believability to the unfolding of the love story if more had been on the screen."", """", ""“5 Flights Up” is a sweet, believable, love story and shows changes that can, do, take place as people age. The photography by Jonathan Freeman shows Manhattan and Brooklyn as clean, sparkling boroughs and the music by David Newman adds, instead of distracts, to the film’s romance."", """", ""While the film won’t win any awards it certainly should be seen to remember when Hollywood knew how to make love stories with happy ever after endings!"" ]",1.0,1.0,1.0,0.0,"(0.1513891663891664, 0.4429639804639805)",0.1513891663891664,0.4429639804639805,inf,0.4429639804639805
37547,amour,9,GreatMartin,/user/GreatMartin,"Feb  6, 2013","[ ""In a perfect world Emmanuelle Riva would win the Oscar for Best Actress but then, in a perfect world, her co-star Jean-Louis Trintignant would at least have received a nomination for Best Actor and he didn’t. In “Amour”, the movie they costar in, they are not actors creating roles but real people you believe in, understand, feel for and identify with, no matter your age."", """", ""“Amour” is a mass of contradictions showing all sides of life and love and that neither life or love, or both, mean ‘happily ever after’. The film is a depressing one but, at the same time, shows you how two people can love each other without saying the words. We know how the movie will end because it starts with the police breaking into an apartment and finding Anne, (Emmanuelle Riva)  dead in bed surrounded by flowers. After that the title is announced, the credits start and the next scene shows Anne and Georges (Jean-Louis Trintignant), retired music teachers, at a concert given by a former student and then the following morning, when, at the breakfast table, she starts staring off into space and suffers a stroke caused by a blocked carotid artery ."", """", ""The screenplay by Michael Haneke, who also directed, tells the story from the male point of view when half of a devoted team becomes a caretaker and watches the partner he has loved for so long deteriorate. At first he tries to handle it alone but it becomes too much and he hires two nurses but finds one treating his wife like a baby and taking away her dignity so with much rage showing in his eyes and controlled voice he tells her to get out. Their daughter Eva (Isabelle Huppert) lives overseas, very much involved with tensions between her and her husband, and has drifted from her parents though she remembers walking in on them when she was young and they were having sex, making love and enjoying it closing out the rest of the world, including her."", """", ""Watching Riva and Trintignant expressing love with touches, looks, smiles and memories makes you forget you are watching a movie with actors being told where to stand and what to say. You feel you are looking into a world very few couples ever experience and the consequences of life no matter how much you love someone."", """", ""“Amour” is a very slow moving movie but every moment counts and you get so caught up with the couple there are two points that you will involuntarily gasp as the whole audience does and when the movie ends you want it to go on. The ending caused many controversies between moviegoers as they walked out of the auditorium."", """", ""This is a special love story showing what can happen at the end rather than at the beginning of mating for life, for ‘better or worse’."", """", ""A MUST SEE MOVIE--HOPEFULLY WILL WIN OSCAR FOR BEST FOREIGN MOVIE!"" ]",0.0,1.0,0.0,1.0,"(0.24797230848861282, 0.44117236024844725)",0.2479723084886128,0.4411723602484473,inf,0.4411723602484473
8078,cafe-society,5,GreatMartin,/user/GreatMartin,"Jul 29, 2016","[ ""As an old man after directing and in most cases writing the screenplays for 49 pictures Woody Allen has always has a hand in the past reflecting on what was and would could have been. In \""Cafe Society\"" during the first half, he looks at Hollywood in the 1930s when the studios were experiencing the star of the golden age and names such as Barbara Stanwyck, Errol Flynn, Ginger Rogers and such were name dropped at parties, sought after by agents and movies were lived 24/7 both in reel and real life. In the second half it is to the clubs of New York with speakeasies rising out of the bootleg era and becoming the Stork club and 21 Club. In both cities people dressed to the nines in the evening and were always trying to impress someone else."", """", ""The film opens with Bobby Dorfman, (Jesse Eisenberg) a nerd, a word unknown then, coming to Hollywood hoping to get a job with his uncle, Phil, (Steve Carell), who is always making deals as a press agent. He is cheating on his wife with his assistant, Vonnie, (Kristen Stewart) who Bobby also falls in love with only knowing she has a boyfriend who is a writer and travels a lot."", """", ""It's a slight screenplay and if you look too closely at it it doesn't make sense but like many of Woody Allen's movies there are many pluses one almost always being the acting. Steve Carell is just annoying enough to be your idea of a Hollywood agent while Jesse Eisenberg is Woody's stand in giving more depth than usually brought to the role."", """", ""Blake Lively left me with the impression that this is an actress I would like to see more often while Jeannie Berlin, the stereotyped Jewish mother, brings something extra to make her a bit more substantial.Corey Stoll as Bobby's gangster brother and Marty Dorfman as their father, along with all the actors, just as the production aspects, make the picture feel authentic just as the period music always grabs your interest and fits what is happening on the screen."", """", ""Two things really make \""Cafe Society\"" stand out and one is the beautiful cinematography by Vittorio Storaro that shows what color can do for/to a movie."", """", ""The other is Kristian Stewart. I vaguely remembered her from Jodi Foster's movie \""Panic Room\"" but lost interest in her after seeing she was going to be in \""The Twilight Saga\"" just as I didn't follow Daniel Radcliff in the Harry Potter series--yes, I admit it publicly! and became interested in him seeing the roles he took after showing that he wasn't a one note actor. After seeing Stewart in \""Welcome to the Riley's\"" and especially \""Clouds of Sils Maria\"" followed by \""Still Alice\"" I started seeing her in a  new light. This movie role, which make the film more interesting than what is written because of the way she plays Vonnie, made me think of stalwart actresses such as Mary Stuart Masterson, Parker Posey and Laura Linney, all so called 'Indie Darlings' and always bringing something extra to a role."", """", ""Now for Woody Allen's 50th movie how about Daniel Radcliff and Kristian Stewart?"" ]",0.0,0.0,0.0,0.0,"(0.1140810276679842, 0.44095849802371545)",0.1140810276679842,0.44095849802371545,inf,0.44095849802371545
186057,love-is-strange,5,GreatMartin,/user/GreatMartin,"Sep  5, 2014","[ ""“Love Is strange” could have, and would have, been an excellent movie. By no means is the movie a long one, running one hour and forty minutes, but seems much longer. Director Ira Sachs, who isn’t an amateur by any means, includes ’artistic’ scenes that aren’t necessary, which slows the movie down , instead of concentrating and telling a bit more of the two main characters stories."", """", ""Ben, (John Lithgow), and George, (Alfred Molina), could be any couple who have been together for 39 years. The film opens on the day of their marriage, which has separated them from being ‘any couple’, celebrated with family and friends. The two actors are completely believable in their roles from how they interact with and towards each other, warts and all. Unfortunately George teaches music at a Catholic school where they know about the couple but with the marriage George has made a public ‘statement’ and he is fired. Ben is retired and to get the movie going they are forced to separate, temporarily, after they have to sell their condo."", """", ""George goes to live with the two gay policemen, Cheyenne Jackson and Manny Perez, living on the floor below them who party, always have the TV going and play loud music while George likes peace and quiet. Ben moves in with his nephew, Elliot, (Darren Burrows), his wife, Kate ((Marisa Tomei) and their teenage son Joey (Charlie Tahan), the latter given a ‘red herring’ storyline. Elliot is very seldom home, Kate works from home and being a teenage Joey and his friend Vlad, Eric Tabach, want to be alone in the former’s room, where Ben sleeps in the lower bed of a bunk bed, though why, being an only child, there is a bunk bed is never explained. Ben is use to George always being there for him, to listen to him and fill the many needs he has."", """", ""As we get to feel the loneliness, the strain of living apart between George and Ben, we understand Ben’s saying, “Sometimes when you live with people, you get to know them better than you want/care to.” Through many small moments we get to know the deepness of the men’s relationships and, though on a smaller scale, the relationships of others."", """", ""There are no big dramatic moments in “Love Is Strange” on screen but two major developments take place off screen robbing the audience which would have added much more to the film than the 3 not needed artistic scenes."", """", ""The actors are all first rate but it is the natural performances of Lithgow and Molina that make this a film worth seeing. I am sure they will be remembered come award time. They make their small moments all seem meaningful, allowing us to get to know them as individuals and as a couple."", """", ""“Love Is Strange” is one of the better gay themed films but more than being a ’gay’ film it is a film about love between two people and is for all old married couples, young couples or singles who want to be just that."" ]",0.0,1.0,0.0,1.0,"(0.17077020202020196, 0.44085249042145586)",0.17077020202020196,0.4408524904214559,inf,0.4408524904214559
